4.999550e+002,9.959148e+001
5.004371e+002,1.042816e+002
5.009193e+002,1.084481e+002
5.014014e+002,1.108043e+002
5.018835e+002,1.106730e+002
5.023656e+002,1.085940e+002
5.028477e+002,1.056881e+002
5.033298e+002,1.026637e+002
5.038120e+002,9.968193e+001
5.042941e+002,9.667460e+001
5.047762e+002,9.364154e+001
5.052583e+002,9.083649e+001
5.057404e+002,8.864792e+001
5.062225e+002,8.727633e+001
5.067047e+002,8.668511e+001
5.071868e+002,8.675990e+001
5.076689e+002,8.744593e+001
5.081510e+002,8.875887e+001
5.086331e+002,9.064675e+001
5.091152e+002,9.283170e+001
5.095974e+002,9.484934e+001
5.100795e+002,9.635818e+001
5.105616e+002,9.734015e+001
5.110437e+002,9.794857e+001
5.115258e+002,9.833018e+001
5.120079e+002,9.854278e+001
5.124901e+002,9.858891e+001
5.129722e+002,9.850632e+001
5.134543e+002,9.840250e+001
5.139364e+002,9.844167e+001
5.144185e+002,9.873066e+001
5.149006e+002,9.927735e+001
5.153828e+002,9.998574e+001
5.158649e+002,1.006472e+002
5.163470e+002,1.009805e+002
5.168291e+002,1.007783e+002
5.173112e+002,1.001295e+002
5.177933e+002,9.934885e+001
5.182755e+002,9.877492e+001
5.187576e+002,9.859186e+001
5.192397e+002,9.882620e+001
5.197218e+002,9.936284e+001
5.202039e+002,9.995158e+001
5.206860e+002,1.002598e+002
5.211682e+002,1.000591e+002
5.216503e+002,9.938157e+001
5.221324e+002,9.842196e+001
5.226145e+002,9.739694e+001
5.230966e+002,9.646545e+001
5.235787e+002,9.572758e+001
5.240609e+002,9.524602e+001
5.245430e+002,9.500595e+001
5.250251e+002,9.491380e+001
5.255072e+002,9.482964e+001
5.259893e+002,9.464639e+001
5.264714e+002,9.429520e+001
5.269536e+002,9.376805e+001
5.274357e+002,9.311285e+001
5.279178e+002,9.243891e+001
5.283999e+002,9.187920e+001
5.288820e+002,9.152038e+001
5.293641e+002,9.135883e+001
5.298463e+002,9.131806e+001
5.303284e+002,9.130077e+001
5.308105e+002,9.123331e+001
5.312926e+002,9.109504e+001
5.317747e+002,9.092532e+001
5.322568e+002,9.080022e+001
5.327390e+002,9.078685e+001
5.332211e+002,9.090325e+001
5.337032e+002,9.111229e+001
5.341853e+002,9.135637e+001
5.346674e+002,9.157896e+001
5.351495e+002,9.174370e+001
5.356317e+002,9.184976e+001
5.361138e+002,9.192349e+001
5.365959e+002,9.200243e+001
5.370780e+002,9.211110e+001
5.375601e+002,9.224543e+001
5.380422e+002,9.237382e+001
5.385244e+002,9.245929e+001
5.390065e+002,9.246613e+001
5.394886e+002,9.238350e+001
5.399707e+002,9.222955e+001
5.404528e+002,9.204772e+001
5.409349e+002,9.187814e+001
5.414171e+002,9.174015e+001
5.418992e+002,9.163290e+001
5.423813e+002,9.154408e+001
5.428634e+002,9.146838e+001
5.433455e+002,9.141177e+001
5.438276e+002,9.139413e+001
5.443098e+002,9.143018e+001
5.447919e+002,9.151755e+001
5.452740e+002,9.163079e+001
5.457561e+002,9.172743e+001
5.462382e+002,9.176078e+001
5.467203e+002,9.169685e+001
5.472025e+002,9.152915e+001
5.476846e+002,9.128277e+001
5.481667e+002,9.100278e+001
5.486488e+002,9.073318e+001
5.491309e+002,9.049610e+001
5.496130e+002,9.029134e+001
5.500952e+002,9.011231e+001
5.505773e+002,8.996379e+001
5.510594e+002,8.987093e+001
5.515415e+002,8.987691e+001
5.520236e+002,9.002267e+001
5.525057e+002,9.032116e+001
5.529879e+002,9.074800e+001
5.534700e+002,9.123833e+001
5.539521e+002,9.170087e+001
5.544342e+002,9.202848e+001
5.549163e+002,9.213683e+001
5.553984e+002,9.200008e+001
5.558806e+002,9.166805e+001
5.563627e+002,9.124196e+001
5.568448e+002,9.083131e+001
5.573269e+002,9.052193e+001
5.578090e+002,9.035203e+001
