ppm,signal
13.9589691562657,-0.00283729936927557
13.957823752777,-0.00246213818900287
13.9566783492883,-0.00121466803830117
13.9555329457997,-0.000997889321297407
13.954387542311,-0.00227184756658971
13.9532421388223,-0.00208471855148673
13.9520967353336,-0.0010189845925197
13.9509513318449,-0.00139926641713828
13.9498059283562,-0.00337832211516798
13.9486605248675,-0.00318150455132127
13.9475151213789,-0.00200665555894375
13.9463697178902,-0.000465054850792512
13.9452243144015,-0.00145193410571665
13.9440789109128,-0.00215302873402834
13.9429335074241,-0.00223770458251238
13.9417881039354,-0.00101286277640611
13.9406427004467,-0.0018697225023061
13.9394972969581,-0.00220761029049754
13.9383518934694,-0.00249578896909952
13.9372064899807,-0.00196603615768254
13.936061086492,-0.00140323198866099
13.9349156830033,-0.001267482759431
13.9337702795146,-0.00145909597631544
13.9326248760259,-0.00119805824942887
13.9314794725372,-0.00224898546002805
13.9303340690486,-0.0022799726575613
13.9291886655599,-0.00190300028771162
13.9280432620712,-0.000242729991441593
13.9268978585825,-0.000460920942714438
13.9257524550938,-0.00134457729291171
13.9246070516051,-0.0023687700740993
13.9234616481164,-0.0010546277044341
13.9223162446278,-0.000914525589905679
13.9211708411391,-0.000788887846283615
13.9200254376504,-0.00246602878905833
13.9188800341617,-0.00245810253545642
13.917734630673,-0.00182227208279073
13.9165892271843,-0.00221814587712288
13.9154438236956,-0.00236083520576358
13.914298420207,-0.000762693875003606
13.9131530167183,-0.00155948544852436
13.9120076132296,-0.000900223036296666
13.9108622097409,-0.00226321001537144
13.9097168062522,-0.000383983278879896
13.9085714027635,-0.00233238958753645
13.9074259992748,-0.00275410735048354
13.9062805957861,-0.000404148449888453
13.9051351922975,-0.00142671703360975
13.9039897888088,-0.0017460094531998
13.9028443853201,-0.000715193571522832
13.9016989818314,-0.00214065867476165
13.9005535783427,-0.000911257462576032
13.899408174854,-0.00192877545487136
13.8982627713653,-0.00304252002388239
13.8971173678767,-0.000975924369413406
13.895971964388,-0.00046929981908761
13.8948265608993,-0.00140279962215573
13.8936811574106,-0.000810340803582221
13.8925357539219,-0.000565742433536798
13.8913903504332,-0.00223019905388355
13.8902449469445,-0.00262601254507899
13.8890995434559,-0.000995148322544992
13.8879541399672,-0.000888252048753202
13.8868087364785,-0.00226582144387066
13.8856633329898,-0.00384085671976209
13.8845179295011,-0.00279801548458636
13.8833725260124,-0.00394509406760335
13.8822271225237,-0.00233105616644025
13.881081719035,-0.00117491895798594
13.8799363155464,-0.000389296998037025
13.8787909120577,-0.0027442907448858
13.877645508569,-0.00172547809779644
13.8765001050803,-0.000959494209382683
13.8753547015916,-0.0011311675189063
13.8742092981029,-0.0012566635850817
13.8730638946142,-0.002054343232885
13.8719184911256,-0.00230066082440317
13.8707730876369,-0.00113871763460338
13.8696276841482,-0.000921775586903095
13.8684822806595,-0.00247257901355624
13.8673368771708,-0.0020806088577956
13.8661914736821,-0.00287944218143821
13.8650460701934,-0.000788645818829536
13.8639006667048,-0.000797520508058369
13.8627552632161,-0.00286746700294316
13.8616098597274,-0.00101632799487561
13.8604644562387,-0.00201903400011361
13.85931905275,-0.00149452779442072
13.8581736492613,-0.0013710604980588
13.8570282457726,-0.00216589402407408
13.8558828422839,-0.001926448661834
13.8547374387953,-0.00162794580683112
13.8535920353066,-0.00116617500316352
13.8524466318179,-0.00231138500384986
13.8513012283292,-0.00127710774540901
13.8501558248405,-0.00233401474542916
13.8490104213518,-0.00282962271012366
13.8478650178631,-0.00194709771312773
13.8467196143745,-0.00208612019196153
13.8455742108858,-0.00263694254681468
13.8444288073971,-0.00287161418236792
13.8432834039084,-0.00234061200171709
13.8421380004197,-0.00146373081952333
13.840992596931,-0.00187421450391412
13.8398471934423,-0.00185259873978794
13.8387017899537,-0.00152438890654594
13.837556386465,-0.00131059519480914
13.8364109829763,-0.00274238782003522
13.8352655794876,-0.00237050233408809
13.8341201759989,-0.00289909751154482
13.8329747725102,-0.00197766884230077
13.8318293690215,-0.00206945813260973
13.8306839655328,-0.00187016883864999
13.8295385620442,-0.00216009258292615
13.8283931585555,-0.00144782348070294
13.8272477550668,-0.00133453821763396
13.8261023515781,-0.00111944135278463
13.8249569480894,-0.00245801475830376
13.8238115446007,-0.0013045173836872
13.822666141112,-0.00178758124820888
13.8215207376234,-0.00211908505298197
13.8203753341347,-0.00161431729793549
13.819229930646,-0.00230030226521194
13.8180845271573,-0.00140418973751366
13.8169391236686,-0.00115382205694914
13.8157937201799,-0.00365496054291725
13.8146483166912,-0.000930452428292483
13.8135029132026,-0.00142200128175318
13.8123575097139,-0.00179756083525717
13.8112121062252,-0.00183746486436576
13.8100667027365,-0.00293287169188261
13.8089212992478,-0.00291315955109894
13.8077758957591,-0.0026550863403827
13.8066304922704,-0.00161090865731239
13.8054850887817,-0.00245804432779551
13.8043396852931,-0.00239706644788384
13.8031942818044,-0.00173113192431629
13.8020488783157,-0.00247332756407559
13.800903474827,-0.00121172447688878
13.7997580713383,-0.00174436520319432
13.7986126678496,-0.00248993933200836
13.7974672643609,-0.00235854042693973
