ppm,intensity
70.0114606972192,-0.086058519780636
70.0018779623852,-0.108073025941849
69.9922952275512,-0.012684593908489
69.9827124927172,0.084827467799187
69.9731297578832,0.004889393690974
69.9635470230492,-0.133807212114334
69.9539642882152,-0.113895460963249
69.9443815533812,-0.030721737071872
69.9347988185472,0.081610664725304
69.9252160837132,0.065009467303753
69.9156333488792,0.074986852705479
69.9060506140452,0.104908362030983
69.8964678792112,0.082800008356571
69.8868851443772,0.056243017315865
69.8773024095432,-0.061078049242497
69.8677196747092,-0.149355098605156
69.8581369398752,-0.187437102198601
69.8485542050412,-0.248075202107429
69.8389714702072,-0.174916177988052
69.8293887353732,-0.116007432341576
69.8198060005391,-0.0773910805583
69.8102232657052,0.044317942112684
69.8006405308712,0.002213985426351
69.7910577960371,-0.048640672117472
69.7814750612031,-0.027904948219657
69.7718923263691,-0.039265517145395
69.7623095915351,-0.113931514322758
69.7527268567011,-0.143977820873261
69.7431441218671,-0.122567377984524
69.7335613870331,-0.048239596188068
69.7239786521991,-0.077472865581513
69.7143959173651,-0.086787529289723
69.7048131825311,-0.024822432547808
69.6952304476971,0.020302824676037
69.6856477128631,0.022443782538176
69.6760649780291,0.054327555000782
69.6664822431951,0.019560873508453
69.6568995083611,-0.026329593732953
69.6473167735271,-0.180665209889412
69.6377340386931,-0.282823115587234
69.6281513038591,-0.388204127550125
69.6185685690251,-0.22637178003788
69.6089858341911,-0.028939880430698
69.5994030993571,-0.003464092966169
69.5898203645231,-0.011286969296634
69.5802376296891,-0.000672072987072
69.5706548948551,0.024643614888191
69.5610721600211,-0.001538309967145
69.5514894251871,0.007403621915728
69.5419066903531,-0.038896653801203
69.5323239555191,0.076125912368298
69.5227412206851,0.219495385885239
69.5131584858511,0.184036284685135
69.5035757510171,0.151033371686935
69.4939930161831,0.036835592240095
69.4844102813491,-0.065947540104389
69.4748275465151,-0.135212406516075
69.4652448116811,-0.1983223259449
69.4556620768471,-0.21965616941452
69.4460793420131,-0.210817888379097
69.4364966071791,-0.107108078896999
69.4269138723451,-0.018115961924195
69.4173311375111,0.005347973667085
69.4077484026771,0.01496428065002
69.3981656678431,-0.031706687062979
69.3885829330091,-0.070968881249428
69.3790001981751,-0.075911112129688
69.3694174633411,-0.035127323120833
69.3598347285071,-0.025574190542102
69.3502519936731,0.002834645099938
69.340669258839,0.073447227478027
69.331086524005,0.064779631793499
69.3215037891711,0.064933337271214
69.311921054337,-0.027570175006986
69.302338319503,-0.135204821825027
69.292755584669,-0.090357579290867
69.283172849835,0.002140041673556
69.273590115001,0.038663011044264
69.264007380167,-0.053666111081839
69.254424645333,-0.071413569152355
69.244841910499,0.024017691612244
69.235259175665,0.136116459965706
69.225676440831,0.137933000922203
69.216093705997,0.008001723326743
69.206510971163,0.006590612698346
69.196928236329,0.108714312314987
69.187345501495,0.177014037966728
69.177762766661,0.195181906223297
69.168180031827,0.165544807910919
69.158597296993,0.129060491919518
69.149014562159,0.065168268978596
69.139431827325,0.000358232180588
69.129849092491,-0.066115163266659
69.120266357657,-0.065950751304627
69.110683622823,-0.111975274980068
69.101100887989,-0.177492678165436
69.091518153155,-0.180197909474373
69.081935418321,-0.134899020195007
69.072352683487,-0.090868212282658
69.062769948653,-0.044380769133568
69.053187213819,-0.018595376983285
69.043604478985,-0.021813878789544
69.034021744151,0.016730204224587
69.024439009317,-0.036910220980644
69.014856274483,-0.148373335599899
69.005273539649,-0.127660244703293
68.995690804815,-0.135026291012764
68.986108069981,-0.082603052258492
68.976525335147,0.005458637140691
68.966942600313,-0.002890622010455
68.957359865479,-0.08051710575819
68.947777130645,-0.158564195036888
68.938194395811,-0.200753226876259
68.928611660977,-0.098630830645561
68.919028926143,-0.060913350433111
68.9094461913089,-0.050528600811958
68.899863456475,-0.019678389653564
68.890280721641,-0.049981378018856
68.880697986807,-0.003410064149648
68.871115251973,0.067683599889278
68.8615325171389,0.059563174843788
68.8519497823049,-0.015269697643817
68.8423670474709,0.014658028259873
68.8327843126369,0.026021055877209
68.8232015778029,-0.08140179514885
68.8136188429689,-0.093880079686642
68.8040361081349,-0.05005144700408
68.7944533733009,0.014318339526653
68.7848706384669,-0.038211427628994
68.7752879036329,-0.095309734344483
68.7657051687989,-0.099261187016964
68.7561224339649,-0.149000763893127
68.7465396991309,-0.152418330311775
68.7369569642969,-0.210795700550079
68.7273742294629,-0.23846971988678
68.7177914946289,-0.18619067966938
68.7082087597949,-0.138402760028839
68.6986260249609,-0.028636192902923
68.6890432901269,-0.000593681179453
68.6794605552929,0.001442501554266
68.6698778204589,-0.020193228498101
68.6602950856249,-0.027416341006756
68.6507123507909,-0.067715391516686
68.6411296159569,-0.065906688570976
68.6315468811229,-0.046675648540259
68.6219641462889,-0.083508498966694
68.6123814114549,-0.042775824666023
68.6027986766209,-0.047531239688397
68.5932159417869,-0.034457236528397
68.5836332069529,-0.008449137210846
68.5740504721189,0.0093988860026
68.5644677372849,0.027604840695858
68.5548850024509,-0.012333939783275
68.5453022676169,-0.166280716657639
68.5357195327829,-0.173807412385941
68.5261367979489,-0.059462022036314
68.5165540631149,0.026848841458559
68.5069713282809,0.112659752368927
68.4973885934469,0.038923185318709
68.4878058586129,-0.036658763885498
68.4782231237789,-0.046776242554188
68.4686403889449,-0.035649705678225
68.4590576541109,-0.028892664238811
68.4494749192769,-0.006277118809521
68.4398921844429,0.001854822738096
68.4303094496088,-0.024284113198519
68.4207267147749,0.016312703490257
68.4111439799409,0.092042282223702
68.4015612451069,-0.035939652472735
68.3919785102728,-0.159723073244095
68.3823957754388,-0.193460330367088
68.3728130406048,-0.118770584464073
68.3632303057708,-0.155444979667664
68.3536475709368,-0.212718740105629
68.3440648361028,-0.288986831903458
68.3344821012688,-0.265604734420776
68.3248993664348,-0.223883807659149
68.3153166316008,-0.186064556241035
68.3057338967668,-0.157840371131897
68.2961511619328,-0.142979979515076
68.2865684270988,-0.093199148774147
68.2769856922648,-0.020704051479697
68.2674029574308,0.039477650076151
68.2578202225968,-0.001568037318066
68.2482374877628,-0.065479941666126
68.2386547529288,-0.010374017059803
68.2290720180948,-0.024827165529132
68.2194892832608,-0.07703373581171
68.2099065484268,-0.212353140115738
68.2003238135928,-0.242284268140793
68.1907410787588,-0.176767468452454
68.1811583439248,-0.015576315112412
68.1715756090908,0.01006418466568
68.1619928742568,0.008374531753361
68.1524101394228,-0.012600610032678
68.1428274045888,-0.073362350463867
68.1332446697548,-0.025943420827389
68.1236619349208,0.021548550575972
68.1140792000868,0.02612291648984
68.1044964652528,0.051638748496771
68.0949137304188,0.020812319591642
68.0853309955848,-0.031817585229874
68.0757482607508,0.022691763937473
68.0661655259168,0.081978715956211
68.0565827910828,0.005334043875337
68.0470000562488,0.088090404868126
68.0374173214148,0.129232108592987
68.0278345865808,0.089915275573731
68.0182518517468,0.046442620456219
68.0086691169128,0.005346298217773
