time,abs_intensity
5.312,481069
5.313,488969
5.315,476964
5.317,485430
5.318,477095
5.32,484368
5.322,485930
5.323,485968
5.325,484044
5.327,487903
5.328,484132
5.33,482168
5.332,480169
5.333,487924
5.335,479622
5.337,483976
5.338,483864
5.34,480871
5.342,481502
5.343,478503
5.345,481422
5.347,484759
5.348,485519
5.35,480909
5.352,477344
5.353,484681
5.355,478792
5.357,480242
5.358,479921
5.36,477922
5.362,484835
5.363,486050
5.365,478086
5.367,479440
5.368,484732
5.37,474434
5.372,480031
5.373,483244
5.375,477651
5.377,476815
5.378,489479
5.38,484090
5.382,483993
5.383,478307
5.385,475809
5.387,481091
5.388,480855
5.39,475606
5.392,477517
5.393,478494
5.395,482082
5.397,481533
5.398,476246
5.4,474469
5.402,478919
5.403,481385
5.405,477101
5.407,482667
5.408,476817
5.41,480584
5.412,482809
5.413,480362
5.415,477184
5.417,485482
5.418,479999
5.42,483593
5.422,484568
5.423,479233
5.425,481386
5.427,482104
5.428,479417
5.43,479266
5.432,480680
5.433,483789
5.435,478110
5.437,475825
5.438,475400
5.44,483781
5.442,483180
5.443,479398
5.445,476626
5.447,475757
5.448,476710
5.45,477855
5.452,480098
5.453,475608
5.455,472215
5.457,473985
5.458,470915
5.46,470713
5.462,474584
5.463,480567
5.465,472094
5.467,478094
5.468,475847
5.47,474117
5.472,474157
5.473,475284
5.475,477867
5.477,480000
5.478,476521
5.48,478096
5.482,479239
5.483,480649
5.485,479035
5.487,476016
5.488,472774
5.49,476819
5.492,479477
5.493,478707
5.495,478081
5.497,484318
5.498,495818
5.5,494334
5.502,510797
5.503,510916
5.505,510102
5.507,517737
5.508,508755
5.51,497358
5.512,491823
5.513,486812
5.515,487092
5.517,479746
5.518,478017
5.52,467885
5.522,467643
5.523,472308
5.525,477506
5.527,477858
5.528,484951
5.53,477478
5.532,478472
5.533,477670
5.535,481113
5.537,468794
5.538,473868
5.54,464940
5.542,466940
5.543,473944
5.545,464365
5.547,460677
5.548,468001
5.55,464049
5.552,460324
5.553,460251
5.555,461911
5.557,466739
5.558,462499
5.56,468637
5.562,469965
5.563,469085
5.565,461452
5.567,460170
5.568,467248
5.57,456685
5.572,464043
5.573,460368
5.575,456139
5.577,467492
5.578,461722
5.58,467406
5.582,463410
5.583,463377
5.585,466934
5.587,467389
5.588,458931
5.59,462228
5.592,457599
5.593,462591
5.595,461754
5.597,458533
5.598,459621
5.6,464333
5.602,462566
5.603,460592
5.605,459927
5.607,460779
5.608,458814
5.61,453727
5.612,463578
5.613,457639
5.615,461969
5.617,456937
5.618,455885
5.62,452516
5.622,459119
5.623,455980
5.625,456878
5.627,454514
5.628,456914
5.63,463845
5.632,457983
5.633,455250
5.635,459505
5.637,455568
5.638,456356
5.64,458900
5.642,462311
5.643,463029
5.645,460280
5.647,465823
5.648,463071
5.65,464927
5.652,465058
5.653,465814
5.655,474950
5.657,470973
5.658,473423
5.66,471859
5.662,469171
5.663,472962
5.665,471843
5.667,474263
5.668,475570
5.67,474259
5.672,478049
5.673,476746
5.675,463520
5.677,466606
5.678,460272
5.68,466787
5.682,463388
5.683,459208
5.685,467561
5.687,462822
5.688,455944
5.69,460954
5.692,465261
5.693,468380
5.695,467988
5.697,463334
5.698,467611
5.7,460812
5.702,454830
5.703,463906
5.705,463648
5.707,458486
5.708,450729
5.71,459378
5.712,454049
5.713,458899
5.715,452011
5.717,457069
5.718,454422
5.72,449316
5.722,453858
5.723,454330
5.725,447649
5.727,447916
5.728,457365
5.73,441475
5.732,450908
5.733,456778
5.735,453709
5.737,452519
5.738,448105
5.74,456455
5.742,453753
5.743,450311
5.745,448400
5.747,450580
5.748,445523
