temp,lambda,intensity
3000,6.06140404040404E-07,531396057543.421
3000,6.36442424242424E-07,607071746278.154
3000,6.66744444444445E-07,677850598545.769
3000,6.97046464646465E-07,742344627353.876
3000,7.27348484848485E-07,799636551932.022
3000,7.57650505050505E-07,849221545854.483
3000,7.87952525252525E-07,890936562472.984
3000,8.18254545454546E-07,924887843517.796
3000,8.48556565656566E-07,951383157545.773
3000,8.78858585858586E-07,970872268362.924
3000,9.09160606060606E-07,983897026825.148
3000,9.39462626262626E-07,991051134243.757
3000,9.69764646464647E-07,992948846123.316
3000,1.00006666666667E-06,990201497949.787
3000,1.03036868686869E-06,983400603201.926
3000,1.06067070707071E-06,973106296930.217
3000,1.09097272727273E-06,959840006201.248
3000,1.12127474747475E-06,944080375389.508
3000,1.15157676767677E-06,926261631054.424
3000,1.18187878787879E-06,906773721371.138
3000,1.21218080808081E-06,885963700193.328
3000,1.24248282828283E-06,864137942289.271
3000,1.27278484848485E-06,841564873622.401
3000,1.30308686868687E-06,818477979946.422
3000,1.33338888888889E-06,795078920473.306
3000,1.36369090909091E-06,771540623257.613
3000,1.39399292929293E-06,748010277507.201
3000,1.42429494949495E-06,724612167377.073
3000,1.45459696969697E-06,701450313768.272
3000,1.48489898989899E-06,678610906796.985
3000,1.51520101010101E-06,656164523211.996
3000,1.54550303030303E-06,634168131170.928
3000,1.57580505050505E-06,612666890277.843
3000,1.60610707070707E-06,591695758300.849
3000,1.63640909090909E-06,571280918047.036
3000,1.66671111111111E-06,551441038874.485
3000,1.69701313131313E-06,532188387573.955
3000,1.72731515151515E-06,513529803088.33
3000,1.75761717171717E-06,495467548930.047
3000,1.78791919191919E-06,478000056334.006
3000,1.81822121212121E-06,461122570239.734
3000,1.84852323232323E-06,444827709199.103
3000,1.87882525252525E-06,429105949301.684
3000,1.90912727272727E-06,413946041231.129
3000,1.93942929292929E-06,399335368633.475
3000,1.96973131313131E-06,385260255104.948
3000,2.00003333333333E-06,371706226299.275
3000,2.03033535353535E-06,358658232915.519
3000,2.06063737373737E-06,346100839656.613
3000,2.09093939393939E-06,334018384643.887
3000,2.12124141414141E-06,322395113230.527
3000,2.15154343434343E-06,311215289672.787
3000,2.18184545454545E-06,300463289687.331
3000,2.21214747474747E-06,290123676541.707
3000,2.24244949494949E-06,280181262987.877
3000,2.27275151515152E-06,270621161051.67
3000,2.30305353535354E-06,261428821429.704
3000,2.33335555555556E-06,252590064015.88
3000,2.36365757575758E-06,244091100878.511
3000,2.3939595959596E-06,235918552833.115
3000,2.42426161616162E-06,228059460602.081
3000,2.45456363636364E-06,220501291418.156
3000,2.48486565656566E-06,213231941811.529
3000,2.51516767676768E-06,206239737218.334
3000,2.5454696969697E-06,199513428959.536
3000,2.57577171717172E-06,193042189061.994
3000,2.60607373737374E-06,186815603326.396
3000,2.63637575757576E-06,180823662988.545
3000,2.66667777777778E-06,175056755269.969
3000,2.6969797979798E-06,169505653070.069
3000,2.72728181818182E-06,164161504014.163
3000,2.75758383838384E-06,159015819038.986
3000,2.78788585858586E-06,154060460668.928
3000,2.81818787878788E-06,149287631111.838
3000,2.8484898989899E-06,144689860282.18
3000,2.87879191919192E-06,140259993841.175
3000,2.90909393939394E-06,135991181327.973
3000,2.93939595959596E-06,131876864442.517
3000,2.96969797979798E-06,127910765529.291
3000,3E-06,124086876301.307
4000,1E-10,0
4000,3.04020202020202E-08,1.80174466446568E-30
4000,6.07040404040404E-08,2.59795327332079E-06
4000,9.10060606060606E-08,128.135666224799
4000,1.21308080808081E-07,593276.801856994
4000,1.51610101010101E-07,73115214.6596325
4000,1.81912121212121E-07,1532640733.03257
4000,2.12214141414141E-07,11956614470.7258
4000,2.42516161616162E-07,51044792270.5495
4000,2.72818181818182E-07,147250072570.513
4000,3.03120202020202E-07,325095040005.391
4000,3.33422222222222E-07,593867472078.578
4000,3.63724242424242E-07,944738951558.248
4000,3.94026262626263E-07,1355216522207.26
4000,4.24328282828283E-07,1796429550443.82
4000,4.54630303030303E-07,2239658028162.87
4000,4.84932323232323E-07,2660573037063.28
4000,5.15234343434344E-07,3041155248515.51
4000,5.45536363636364E-07,3369909791814.2
4000,5.75838383838384E-07,3641090861572.85
4000,6.06140404040404E-07,3853500679606
4000,6.36442424242424E-07,4009226969141.81
4000,6.66744444444445E-07,4112514487419.42
4000,6.97046464646465E-07,4168850526278.98
4000,7.27348484848485E-07,4184275817228.54
4000,7.57650505050505E-07,4164897602134.9
4000,7.87952525252525E-07,4116568140440.49
4000,8.18254545454546E-07,4044690251643.84
4000,8.48556565656566E-07,3954115534553.15
4000,8.78858585858586E-07,3849107061718.87
4000,9.09160606060606E-07,3733344696511.93
4000,9.39462626262626E-07,3609956827653.44
4000,9.69764646464647E-07,3481566948586.01
4000,1.00006666666667E-06,3350347113331.93
4000,1.03036868686869E-06,3218072997276.28
4000,1.06067070707071E-06,3086177245713.67
4000,1.09097272727273E-06,2955799169091.66
4000,1.12127474747475E-06,2827829785166.07
4000,1.15157676767677E-06,2702951831681.12
4000,1.18187878787879E-06,2581674769739.63
4000,1.21218080808081E-06,2464365036353.72
4000,1.24248282828283E-06,2351271935193.78
4000,1.27278484848485E-06,2242549613579
4000,1.30308686868687E-06,2138275586904.03
4000,1.33338888888889E-06,2038466256740.73
4000,1.36369090909091E-06,1943089837866.8
4000,1.39399292929293E-06,1852077070481.23
4000,1.42429494949495E-06,1765330052054.39
4000,1.45459696969697E-06,1682729481855.16
4000,1.48489898989899E-06,1604140572090.88
4000,1.51520101010101E-06,1529417843796.1
4000,1.54550303030303E-06,1458408993543.78
4000,1.57580505050505E-06,1390957988794.26
4000,1.60610707070707E-06,1326907525094.3
4000,1.63640909090909E-06,1266100957117.57
4000,1.66671111111111E-06,1208383797372.64
4000,1.69701313131313E-06,1153604860945.01
4000,1.72731515151515E-06,1101617121550.54
4000,1.75761717171717E-06,1052278333136.66
4000,1.78791919191919E-06,1005451461988.67
4000,1.81822121212121E-06,961004966520.632
4000,1.84852323232323E-06,918812955427.455
4000,1.87882525252525E-06,878755249449.978
4000,1.90912727272727E-06,840717367487.198
4000,1.93942929292929E-06,804590454034.926
4000,1.96973131313131E-06,770271161813.966
4000,2.00003333333333E-06,737661500868.959
4000,2.03033535353535E-06,706668663283.052
4000,2.06063737373737E-06,677204830889.22
4000,2.09093939393939E-06,649186971904.183
4000,2.12124141414141E-06,622536631213.195
4000,2.15154343434343E-06,597179718049.928
4000,2.18184545454545E-06,573046294008.914
4000,2.21214747474747E-06,550070363668.05
4000,2.24244949494949E-06,528189669560.374
4000,2.27275151515152E-06,507345492796.561
4000,2.30305353535354E-06,487482460284.933
4000,2.33335555555556E-06,468548359209.589
4000,2.36365757575758E-06,450493959197.683
4000,2.3939595959596E-06,433272842423.593
4000,2.42426161616162E-06,416841241752.747
4000,2.45456363636364E-06,401157886914.078
4000,2.48486565656566E-06,386183858601.897
4000,2.51516767676768E-06,371882450340.658
4000,2.5454696969697E-06,358219037895.739
4000,2.57577171717172E-06,345160955976.743
4000,2.60607373737374E-06,332677381954.319
4000,2.63637575757576E-06,320739226294.881
4000,2.66667777777778E-06,309319029408.101
4000,2.6969797979798E-06,298390864598.139
4000,2.72728181818182E-06,287930246810.124
4000,2.75758383838384E-06,277914046867.299
4000,2.78788585858586E-06,268320410900.803
4000,2.81818787878788E-06,259128684682.538
4000,2.8484898989899E-06,250319342581.49
4000,2.87879191919192E-06,241873920874.727
4000,2.90909393939394E-06,233774955155.841
4000,2.93939595959596E-06,226005921595.475
4000,2.96969797979798E-06,218551181820.606
4000,3E-06,211395931191.237
5000,1E-10,0
5000,3.04020202020202E-08,3.44219361554411E-20
5000,6.07040404040404E-08,0.366159758100222
5000,9.10060606060606E-08,348536.970470613
5000,1.21308080808081E-07,223820212.652823
5000,1.51610101010101E-07,8426771449.1973
5000,1.81912121212121E-07,80107624321.9395
5000,2.12214141414141E-07,355218801641.01
5000,2.42516161616162E-07,992673711061.335
5000,2.72818181818182E-07,2059514940235.11
5000,3.03120202020202E-07,3493065281651.06
5000,3.33422222222222E-07,5142927036437.84
5000,3.63724242424242E-07,6835990685757.23
5000,3.94026262626263E-07,8424013039180
5000,4.24328282828283E-07,9804575036151.62
5000,4.54630303030303E-07,10922350376922
5000,4.84932323232323E-07,11760412773990
5000,5.15234343434344E-07,12328678078134.4
5000,5.45536363636364E-07,12653279149326.2
5000,5.75838383838384E-07,12768320774387.8
5000,6.06140404040404E-07,12710171155539.8
5000,6.36442424242424E-07,12513891315280.1
5000,6.66744444444445E-07,12211257267892.1
5000,6.97046464646465E-07,11829870973341
5000,7.27348484848485E-07,11392961569609.7
5000,7.57650505050505E-07,10919589248752.5
5000,7.87952525252525E-07,10425057445341.6
5000,8.18254545454546E-07,9921409419726.4
5000,8.48556565656566E-07,9417934925102
5000,8.78858585858586E-07,8921645836300.83
5000,9.09160606060606E-07,8437700836180.23
5000,9.39462626262626E-07,7969772194908.96
5000,9.69764646464647E-07,7520355121673.97
5000,1.00006666666667E-06,7091024095213.08
5000,1.03036868686869E-06,6682642337539.82
5000,1.06067070707071E-06,6295531073745.15
5000,1.09097272727273E-06,5929604989510.14
5000,1.12127474747475E-06,5584479710987.04
5000,1.15157676767677E-06,5259556401505.52
5000,1.18187878787879E-06,4954087817957.24
5000,1.21218080808081E-06,4667229461836.44
5000,1.24248282828283E-06,4398078826442.42
5000,1.27278484848485E-06,4145705193142.46
5000,1.30308686868687E-06,3909171965045.9
5000,1.33338888888889E-06,3687553139369.73
5000,1.36369090909091E-06,3479945201099.08
5000,1.39399292929293E-06,3285475460558.9
5000,1.42429494949495E-06,3103307646903.01
5000,1.45459696969697E-06,2932645399874.65
5000,1.48489898989899E-06,2772734166152.33
5000,1.51520101010101E-06,2622861897919.8
5000,1.54550303030303E-06,2482358864761.77
5000,1.57580505050505E-06,2350596821273.41
5000,1.60610707070707E-06,2226987718350.8
5000,1.63640909090909E-06,2110982103134.64
5000,1.66671111111111E-06,2002067318693.91
5000,1.69701313131313E-06,1899765587898.14
5000,1.72731515151515E-06,1803632045043.35
5000,1.75761717171717E-06,1713252762473.64
5000,1.78791919191919E-06,1628242806727.07
5000,1.81822121212121E-06,1548244348872.67
5000,1.84852323232323E-06,1472924846092.12
5000,1.87882525252525E-06,1401975305717.8
5000,1.90912727272727E-06,1335108638487.83
5000,1.93942929292929E-06,1272058104418.64
5000,1.96973131313131E-06,1212575852188.91
5000,2.00003333333333E-06,1156431551085.8
5000,2.03033535353535E-06,1103411113239.14
5000,2.06063737373737E-06,1053315502942.22
5000,2.09093939393939E-06,1005959629238.14
5000,2.12124141414141E-06,961171317565.486
5000,2.15154343434343E-06,918790356049.18
5000,2.18184545454545E-06,878667611947.625
5000,2.21214747474747E-06,840664213790.493
5000,2.24244949494949E-06,804650794836.027
5000,2.27275151515152E-06,770506793621.323
5000,2.30305353535354E-06,738119807557.705
5000,2.33335555555556E-06,707384995723.604
5000,2.36365757575758E-06,678204527219.93
5000,2.3939595959596E-06,650487071670.738
5000,2.42426161616162E-06,624147328669.721
5000,2.45456363636364E-06,599105593187.028
5000,2.48486565656566E-06,575287354158.315
5000,2.51516767676768E-06,552622923676.868
5000,2.5454696969697E-06,531047094399.066
5000,2.57577171717172E-06,510498822952.47
5000,2.60607373737374E-06,490920937304.199
5000,2.63637575757576E-06,472259866204.964
5000,2.66667777777778E-06,454465388971.179
5000,2.6969797979798E-06,437490404004.45
5000,2.72728181818182E-06,421290714574.672
5000,2.75758383838384E-06,405824830510.517
5000,2.78788585858586E-06,391053784549.761
5000,2.81818787878788E-06,376940962202.126
5000,2.8484898989899E-06,363451944069.778
5000,2.87879191919192E-06,350554359655.678
5000,2.90909393939394E-06,338217751768.31
5000,2.93939595959596E-06,326413450703.259
5000,2.96969797979798E-06,315114457448.253
5000,3E-06,304295335219.019
6000,1E-10,0
6000,3.04020202020202E-08,2.45997104236992E-13
6000,6.07040404040404E-08,991.661525452703
6000,9.10060606060606E-08,67915369.1614296
6000,1.21308080808081E-07,11685857778.2212
6000,1.51610101010101E-07,199570757857.89
6000,1.81912121212121E-07,1119859561037.38
6000,2.12214141414141E-07,3407418850318.62
6000,2.42516161616162E-07,7178938670690.57
6000,2.72818181818182E-07,11956904143545.7
6000,3.03120202020202E-07,17012861416763.1
6000,3.33422222222222E-07,21698380814889.7
6000,3.63724242424242E-07,25594017222457.3
6000,3.94026262626263E-07,28513960087962.2
6000,4.24328282828283E-07,30446678993145.2
6000,4.54630303030303E-07,31485758589055.2
6000,4.84932323232323E-07,31774306770041.2
6000,5.15234343434344E-07,31467906500236.8
6000,5.45536363636364E-07,30713339109245.8
6000,5.75838383838384E-07,29638395567360.7
6000,6.06140404040404E-07,28348581937460.1
6000,6.36442424242424E-07,26927661122111.5
6000,6.66744444444445E-07,25440044249402.6
6000,6.97046464646465E-07,23933848998308.5
6000,7.27348484848485E-07,22443979777321.9
6000,7.57650505050505E-07,20994917271833.7
6000,7.87952525252525E-07,19603097432020.4
6000,8.18254545454546E-07,18278863689165.1
6000,8.48556565656566E-07,17028026648669.8
6000,8.78858585858586E-07,15853085694048
6000,9.09160606060606E-07,14754170941261.6
6000,9.39462626262626E-07,13729760080343.4
6000,9.69764646464647E-07,12777217478190.5
6000,1.00006666666667E-06,11893194965047.6
6000,1.03036868686869E-06,11073926201316.6
6000,1.06067070707071E-06,10315439933366.9
6000,1.09097272727273E-06,9613711937246.54
6000,1.12127474747475E-06,8964770974257.95
6000,1.15157676767677E-06,8364770519890.87
6000,1.18187878787879E-06,7810035231665.65
6000,1.21218080808081E-06,7297088949966.22
6000,1.24248282828283E-06,6822669352807.09
6000,1.27278484848485E-06,6383733104282.3
6000,1.30308686868687E-06,5977454360282.75
6000,1.33338888888889E-06,5601218754457.43
6000,1.36369090909091E-06,5252614427606.36
6000,1.39399292929293E-06,4929421242080.29
6000,1.42429494949495E-06,4629599006349.35
6000,1.45459696969697E-06,4351275298343.92
6000,1.48489898989899E-06,4092733300065.48
6000,1.51520101010101E-06,3852399925519.57
6000,1.54550303030303E-06,3628834427979.45
6000,1.57580505050505E-06,3420717602404.45
6000,1.60610707070707E-06,3226841648035.87
6000,1.63640909090909E-06,3046100719877.37
6000,1.66671111111111E-06,2877482172235.18
6000,1.69701313131313E-06,2720058479954.76
6000,1.72731515151515E-06,2572979811342.96
6000,1.75761717171717E-06,2435467219428.13
6000,1.78791919191919E-06,2306806414000.45
6000,1.81822121212121E-06,2186342074905.13
6000,1.84852323232323E-06,2073472666671.42
6000,1.87882525252525E-06,1967645715260.93
6000,1.90912727272727E-06,1868353509147.8
6000,1.93942929292929E-06,1775129188835.33
6000,1.96973131313131E-06,1687543191076.46
6000,2.00003333333333E-06,1605200016360.4
6000,2.03033535353535E-06,1527735290556.41
6000,2.06063737373737E-06,1454813093901.42
6000,2.09093939393939E-06,1386123532733.69
6000,2.12124141414141E-06,1321380531482.65
6000,2.15154343434343E-06,1260319824406.41
6000,2.18184545454545E-06,1202697128415.86
6000,2.21214747474747E-06,1148286480033.92
6000,2.24244949494949E-06,1096878721113.01
6000,2.27275151515152E-06,1048280119376.84
6000,2.30305353535354E-06,1002311111170.73
6000,2.33335555555556E-06,958805155005.315
6000,2.36365757575758E-06,917607685569.621
6000,2.3939595959596E-06,878575158878.955
6000,2.42426161616162E-06,841574180119.37
6000,2.45456363636364E-06,806480706561.189
6000,2.48486565656566E-06,773179318646.715
6000,2.51516767676768E-06,741562553018.88
6000,2.5454696969697E-06,711530291854.777
6000,2.57577171717172E-06,682989203406.753
6000,2.60607373737374E-06,655852229139.69
6000,2.63637575757576E-06,630038113291.329
6000,2.66667777777778E-06,605470971077.67
6000,2.6969797979798E-06,582079892121.871
6000,2.72728181818182E-06,559798576006.478
6000,2.75758383838384E-06,538564997138.755
6000,2.78788585858586E-06,518321096380.48
6000,2.81818787878788E-06,499012497129.661
6000,2.8484898989899E-06,480588243754.776
6000,2.87879191919192E-06,463000560474.603
6000,2.90909393939394E-06,446204628950.648
6000,2.93939595959596E-06,430158383016.326
6000,2.96969797979798E-06,414822319109.183
6000,3E-06,400159321101.028
7000,1E-10,0
7000,3.04020202020202E-08,1.93513792091686E-08
7000,6.07040404040404E-08,280728.773966597
7000,9.10060606060606E-08,2934146471.50052
7000,1.21308080808081E-07,197075648880.491
7000,1.51610101010101E-07,1913538245656.55
7000,1.81912121212121E-07,7368422113222.38
7000,2.12214141414141E-07,17132546097429.4
7000,2.42516161616162E-07,29503100958893
7000,2.72818181818182E-07,42010245266621
7000,3.03120202020202E-07,52740264967130.5
7000,3.33422222222222E-07,60732191507227.6
7000,3.63724242424242E-07,65809011173034.4
7000,3.94026262626263E-07,68261269939118.5
7000,4.24328282828283E-07,68582308234586.3
7000,4.54630303030303E-07,67300904066921.4
7000,4.84932323232323E-07,64895237831637.3
7000,5.15234343434344E-07,61759506261991.7
7000,5.45536363636364E-07,58199546181941.4
7000,5.75838383838384E-07,54442021202765.5
7000,6.06140404040404E-07,50648358341825.3
7000,6.36442424242424E-07,46928964104110.7
7000,6.66744444444445E-07,43355774804407.4
7000,6.97046464646465E-07,39972534293473.3
7000,7.27348484848485E-07,36802833097542.5
7000,7.57650505050505E-07,33856204342422.1
7000,7.87952525252525E-07,31132641710295.4
7000,8.18254545454546E-07,28625887042209.6
7000,8.48556565656566E-07,26325784226503.4
7000,8.78858585858586E-07,24219938041475.3
7000,9.09160606060606E-07,22294863177027.7
7000,9.39462626262626E-07,20536763793249.2
7000,9.69764646464647E-07,18932048209947.3
7000,1.00006666666667E-06,17467655712460.1
7000,1.03036868686869E-06,16131251593309.1
7000,1.06067070707071E-06,14911331010085.2
7000,1.09097272727273E-06,13797260790197.3
7000,1.12127474747475E-06,12779279944036.5
7000,1.15157676767677E-06,11848473569653.1
7000,1.18187878787879E-06,10996730440971.6
7000,1.21218080808081E-06,10216691415019.9
7000,1.24248282828283E-06,9501693535605.36
7000,1.27278484848485E-06,8845713104078.48
7000,1.30308686868687E-06,8243309851376.01
7000,1.33338888888889E-06,7689573547708.66
7000,1.36369090909091E-06,7180073831386.64
7000,1.39399292929293E-06,6710813657126.58
7000,1.42429494949495E-06,6278186506718.16
7000,1.45459696969697E-06,5878937335083.95
7000,1.48489898989899E-06,5510127116592.63
